2021-09-20 14:48:15:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-20_12.txt
2021-09-29 16:13:37:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 16:13:37:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 16:13:37:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 16:13:37:[KivyMD      ] v0.104.1
2021-09-29 16:13:37:[Factory     ] 186 symbols loaded
2021-09-29 16:13:37:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 16:13:37:[Window      ] Provider: sdl2
2021-09-29 16:13:37:[Window      ] Activate GLES2/ANGLE context
2021-09-29 16:13:38:[GL          ] Using the "OpenGL" graphics system
2021-09-29 16:13:38:[GL          ] Backend used <angle_sdl2>
2021-09-29 16:13:38:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 16:13:38:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 16:13:38:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 16:13:38:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 16:13:38:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 16:13:38:[GL          ] Texture max size <16384>
2021-09-29 16:13:38:[GL          ] Texture max units <16>
2021-09-29 16:13:38:[Window      ] auto add sdl2 input provider
2021-09-29 16:13:38:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 16:13:38:[Text        ] Provider: sdl2
2021-09-29 16:13:38:[GL          ] NPOT texture support is available
2021-09-29 16:13:38:[GL          ] Unpack subimage support is available
2021-09-29 16:13:40:[Base        ] Start application main loop
2021-09-29 16:13:52:[Custom-scanPath ] C:\Users\Sankar_Senthil\Downloads\static.zip
2021-09-29 16:15:18:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_1.txt
2021-09-29 16:15:18:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 16:15:18:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 16:15:18:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 16:15:18:[Kivy        ] v2.0.0
2021-09-29 16:15:18:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 16:15:18:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 16:15:18:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 16:15:18:[KivyMD      ] v0.104.1
2021-09-29 16:15:18:[Factory     ] 186 symbols loaded
2021-09-29 16:15:18:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 16:15:18:[Window      ] Provider: sdl2
2021-09-29 16:15:18:[Window      ] Activate GLES2/ANGLE context
2021-09-29 16:15:18:[GL          ] Using the "OpenGL" graphics system
2021-09-29 16:15:18:[GL          ] Backend used <angle_sdl2>
2021-09-29 16:15:18:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 16:15:18:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 16:15:18:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 16:15:18:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 16:15:18:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 16:15:18:[GL          ] Texture max size <16384>
2021-09-29 16:15:18:[GL          ] Texture max units <16>
2021-09-29 16:15:18:[Window      ] auto add sdl2 input provider
2021-09-29 16:15:18:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 16:15:18:[Text        ] Provider: sdl2
2021-09-29 16:15:18:[GL          ] NPOT texture support is available
2021-09-29 16:15:19:[GL          ] Unpack subimage support is available
2021-09-29 16:15:20:[Base        ] Start application main loop
2021-09-29 16:15:24:[Custom-scanPath ] C:\Users\Sankar_Senthil\Downloads\static.zip
2021-09-29 16:48:17:[Custom-scanPath ] C:\Users\Sankar_Senthil\Downloads\static.zip
2021-09-29 16:56:22:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_0.txt
2021-09-29 16:56:22:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 16:56:22:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 16:56:22:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 16:56:22:[Kivy        ] v2.0.0
2021-09-29 16:56:22:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 16:56:22:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 16:56:22:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 16:56:22:[KivyMD      ] v0.104.1
2021-09-29 16:56:22:[Factory     ] 186 symbols loaded
2021-09-29 16:56:22:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 16:56:22:[Window      ] Provider: sdl2
2021-09-29 16:56:22:[Window      ] Activate GLES2/ANGLE context
2021-09-29 16:56:22:[GL          ] Using the "OpenGL" graphics system
2021-09-29 16:56:22:[GL          ] Backend used <angle_sdl2>
2021-09-29 16:56:22:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 16:56:22:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 16:56:22:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 16:56:22:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 16:56:22:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 16:56:22:[GL          ] Texture max size <16384>
2021-09-29 16:56:22:[GL          ] Texture max units <16>
2021-09-29 16:56:22:[Window      ] auto add sdl2 input provider
2021-09-29 16:56:22:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 16:56:22:[Text        ] Provider: sdl2
2021-09-29 16:56:22:[GL          ] NPOT texture support is available
2021-09-29 16:56:23:[GL          ] Unpack subimage support is available
2021-09-29 16:56:25:[Base        ] Start application main loop
2021-09-29 16:56:31:[Custom-scanPath ] C:\Users\Sankar_Senthil\Downloads\static.zip
2021-09-29 16:56:54:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_10.txt
2021-09-29 16:56:54:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 16:56:54:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 16:56:54:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 16:56:54:[Kivy        ] v2.0.0
2021-09-29 16:56:54:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 16:56:54:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 16:56:54:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 16:56:54:[KivyMD      ] v0.104.1
2021-09-29 16:56:54:[Factory     ] 186 symbols loaded
2021-09-29 16:56:54:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 16:56:54:[Window      ] Provider: sdl2
2021-09-29 16:56:54:[Window      ] Activate GLES2/ANGLE context
2021-09-29 16:56:54:[GL          ] Using the "OpenGL" graphics system
2021-09-29 16:56:54:[GL          ] Backend used <angle_sdl2>
2021-09-29 16:56:54:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 16:56:54:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 16:56:54:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 16:56:54:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 16:56:54:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 16:56:54:[GL          ] Texture max size <16384>
2021-09-29 16:56:54:[GL          ] Texture max units <16>
2021-09-29 16:56:54:[Window      ] auto add sdl2 input provider
2021-09-29 16:56:54:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 16:56:54:[Text        ] Provider: sdl2
2021-09-29 16:56:54:[GL          ] NPOT texture support is available
2021-09-29 16:56:55:[GL          ] Unpack subimage support is available
2021-09-29 16:56:56:[Base        ] Start application main loop
2021-09-29 16:57:00:[Custom-scanPath ] C:\Users\Sankar_Senthil\Downloads\static.zip
2021-09-29 17:08:38:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_0.txt
2021-09-29 17:08:38:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 17:08:38:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 17:08:38:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 17:08:38:[Kivy        ] v2.0.0
2021-09-29 17:08:38:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 17:08:38:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 17:08:38:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 17:08:38:[KivyMD      ] v0.104.1
2021-09-29 17:08:38:[Factory     ] 186 symbols loaded
2021-09-29 17:08:39:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 17:08:39:[Window      ] Provider: sdl2
2021-09-29 17:08:39:[Window      ] Activate GLES2/ANGLE context
2021-09-29 17:08:39:[GL          ] Using the "OpenGL" graphics system
2021-09-29 17:08:39:[GL          ] Backend used <angle_sdl2>
2021-09-29 17:08:39:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:08:39:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 17:08:39:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 17:08:39:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 17:08:39:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:08:39:[GL          ] Texture max size <16384>
2021-09-29 17:08:39:[GL          ] Texture max units <16>
2021-09-29 17:08:39:[Window      ] auto add sdl2 input provider
2021-09-29 17:08:39:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 17:08:39:[Text        ] Provider: sdl2
2021-09-29 17:08:39:[GL          ] NPOT texture support is available
2021-09-29 17:08:40:[GL          ] Unpack subimage support is available
2021-09-29 17:08:41:[Base        ] Start application main loop
2021-09-29 17:08:47:[Custom-scanPath ] C:\Users\Sankar_Senthil\Downloads\FannyWorm_3A57ADB8740DA3EBEC1673D21F20D0FE.zip
2021-09-29 17:09:01:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_1.txt
2021-09-29 17:09:01:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 17:09:01:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 17:09:01:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 17:09:01:[Kivy        ] v2.0.0
2021-09-29 17:09:01:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 17:09:01:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 17:09:01:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 17:09:01:[KivyMD      ] v0.104.1
2021-09-29 17:09:01:[Factory     ] 186 symbols loaded
2021-09-29 17:09:02:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 17:09:02:[Window      ] Provider: sdl2
2021-09-29 17:09:02:[Window      ] Activate GLES2/ANGLE context
2021-09-29 17:09:02:[GL          ] Using the "OpenGL" graphics system
2021-09-29 17:09:02:[GL          ] Backend used <angle_sdl2>
2021-09-29 17:09:02:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:09:02:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 17:09:02:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 17:09:02:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 17:09:02:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:09:02:[GL          ] Texture max size <16384>
2021-09-29 17:09:02:[GL          ] Texture max units <16>
2021-09-29 17:09:02:[Window      ] auto add sdl2 input provider
2021-09-29 17:09:02:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 17:09:02:[Text        ] Provider: sdl2
2021-09-29 17:09:02:[GL          ] NPOT texture support is available
2021-09-29 17:09:03:[GL          ] Unpack subimage support is available
2021-09-29 17:09:04:[Base        ] Start application main loop
2021-09-29 17:09:09:[Custom-scanPath ] C:\Users\Sankar_Senthil\Downloads\FannyWorm_3A57ADB8740DA3EBEC1673D21F20D0FE.zip
2021-09-29 17:09:15:[Base        ] Leaving application in progress...
2021-09-29 17:09:15:ERROR-MESSAGE
Traceback (most recent call last):
  File "d:\Dima_Antivirus\DimaAV_Basic\WINDOWS-BUILD\AV_BUILD\DimaAV_Build\PROGRAMMING_CODES\antivirus_gui.py", line 1491, in <module>
    AntivirusSoftware().run()
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\app.py", line 950, in run
    runTouchApp()
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\base.py", line 582, in runTouchApp
    EventLoop.mainloop()
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\base.py", line 347, in mainloop
    self.idle()
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\base.py", line 391, in idle
    self.dispatch_input()
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\base.py", line 342, in dispatch_input
    post_dispatch_input(*pop(0))
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\base.py", line 308, in post_dispatch_input
    wid.dispatch('on_touch_up', me)
  File "kivy\_event.pyx", line 709, in kivy._event.EventDispatcher.dispatch
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\uix\behaviors\button.py", line 179, in on_touch_up
    self.dispatch('on_release')
  File "kivy\_event.pyx", line 705, in kivy._event.EventDispatcher.dispatch
  File "kivy\_event.pyx", line 1248, in kivy._event.EventObservers.dispatch
  File "kivy\_event.pyx", line 1132, in kivy._event.EventObservers._dispatch
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\lang\builder.py", line 57, in custom_callback
    exec(__kvlang__.co_value, idmap)
  File "d:\Dima_Antivirus\DimaAV_Basic\WINDOWS-BUILD\AV_BUILD\DimaAV_Build\PROGRAMMING_CODES\static\kivy_files\main.kv", line 682, in <module>
    Action_root = Factory.Action_popup();\
  File "d:\Dima_Antivirus\DimaAV_Basic\WINDOWS-BUILD\AV_BUILD\DimaAV_Build\PROGRAMMING_CODES\Empx\utilskv.py", line 60, in __init__
    super(Action_popup, self).__init__(**kwargs)
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\uix\modalview.py", line 187, in __init__
    super(ModalView, self).__init__(**kwargs)
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\uix\anchorlayout.py", line 68, in __init__
    super(AnchorLayout, self).__init__(**kwargs)
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\uix\layout.py", line 76, in __init__
    super(Layout, self).__init__(**kwargs)
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\uix\widget.py", line 361, in __init__
    rule_children=rule_children)
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\uix\widget.py", line 465, in apply_class_lang_rules
    rule_children=rule_children)
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\lang\builder.py", line 543, in apply
    rule_children=rule_children)
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\lang\builder.py", line 664, in _apply_rule
    child, crule, rootrule, rule_children=rule_children)
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\lang\builder.py", line 664, in _apply_rule
    child, crule, rootrule, rule_children=rule_children)
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\lang\builder.py", line 664, in _apply_rule
    child, crule, rootrule, rule_children=rule_children)
  [Previous line repeated 1 more time]
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\lang\builder.py", line 659, in _apply_rule
    child = cls(__no_builder=True)
  File "d:\Dima_Antivirus\DimaAV_Basic\WINDOWS-BUILD\AV_BUILD\DimaAV_Build\PROGRAMMING_CODES\Empx\utilskv.py", line 189, in __init__
    row_2 = row[-1][:21]+"...."if len(row[-1])>=20 else row[-1]
TypeError: object of type 'NoneType' has no len()
2021-09-29 17:09:29:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_0.txt
2021-09-29 17:09:29:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 17:09:29:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 17:09:29:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 17:09:29:[Kivy        ] v2.0.0
2021-09-29 17:09:29:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 17:09:29:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 17:09:29:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 17:09:29:[KivyMD      ] v0.104.1
2021-09-29 17:09:29:[Factory     ] 186 symbols loaded
2021-09-29 17:09:29:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 17:09:29:[Window      ] Provider: sdl2
2021-09-29 17:09:29:[Window      ] Activate GLES2/ANGLE context
2021-09-29 17:09:29:[GL          ] Using the "OpenGL" graphics system
2021-09-29 17:09:29:[GL          ] Backend used <angle_sdl2>
2021-09-29 17:09:29:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:09:29:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 17:09:29:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 17:09:29:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 17:09:29:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 17:09:29:[GL          ] Texture max size <16384>
2021-09-29 17:09:29:[GL          ] Texture max units <16>
2021-09-29 17:09:30:[Window      ] auto add sdl2 input provider
2021-09-29 17:09:30:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 17:09:30:[Text        ] Provider: sdl2
2021-09-29 17:09:30:[GL          ] NPOT texture support is available
2021-09-29 17:09:30:[GL          ] Unpack subimage support is available
2021-09-29 17:09:31:[Base        ] Start application main loop
2021-09-29 17:09:34:[Base        ] Leaving application in progress...
2021-09-29 17:09:34:ERROR-MESSAGE
Traceback (most recent call last):
  File "d:\Dima_Antivirus\DimaAV_Basic\WINDOWS-BUILD\AV_BUILD\DimaAV_Build\PROGRAMMING_CODES\antivirus_gui.py", line 1491, in <module>
    AntivirusSoftware().run()
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\app.py", line 950, in run
    runTouchApp()
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\base.py", line 582, in runTouchApp
    EventLoop.mainloop()
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\base.py", line 347, in mainloop
    self.idle()
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\base.py", line 391, in idle
    self.dispatch_input()
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\base.py", line 342, in dispatch_input
    post_dispatch_input(*pop(0))
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\base.py", line 308, in post_dispatch_input
    wid.dispatch('on_touch_up', me)
  File "kivy\_event.pyx", line 709, in kivy._event.EventDispatcher.dispatch
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\uix\behaviors\button.py", line 179, in on_touch_up
    self.dispatch('on_release')
  File "kivy\_event.pyx", line 705, in kivy._event.EventDispatcher.dispatch
  File "kivy\_event.pyx", line 1248, in kivy._event.EventObservers.dispatch
  File "kivy\_event.pyx", line 1132, in kivy._event.EventObservers._dispatch
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\lang\builder.py", line 57, in custom_callback
    exec(__kvlang__.co_value, idmap)
  File "d:\Dima_Antivirus\DimaAV_Basic\WINDOWS-BUILD\AV_BUILD\DimaAV_Build\PROGRAMMING_CODES\static\kivy_files\main.kv", line 682, in <module>
    Action_root = Factory.Action_popup();\
  File "d:\Dima_Antivirus\DimaAV_Basic\WINDOWS-BUILD\AV_BUILD\DimaAV_Build\PROGRAMMING_CODES\Empx\utilskv.py", line 60, in __init__
    super(Action_popup, self).__init__(**kwargs)
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\uix\modalview.py", line 187, in __init__
    super(ModalView, self).__init__(**kwargs)
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\uix\anchorlayout.py", line 68, in __init__
    super(AnchorLayout, self).__init__(**kwargs)
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\uix\layout.py", line 76, in __init__
    super(Layout, self).__init__(**kwargs)
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\uix\widget.py", line 361, in __init__
    rule_children=rule_children)
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\uix\widget.py", line 465, in apply_class_lang_rules
    rule_children=rule_children)
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\lang\builder.py", line 543, in apply
    rule_children=rule_children)
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\lang\builder.py", line 664, in _apply_rule
    child, crule, rootrule, rule_children=rule_children)
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\lang\builder.py", line 664, in _apply_rule
    child, crule, rootrule, rule_children=rule_children)
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\lang\builder.py", line 664, in _apply_rule
    child, crule, rootrule, rule_children=rule_children)
  [Previous line repeated 1 more time]
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\lang\builder.py", line 659, in _apply_rule
    child = cls(__no_builder=True)
  File "d:\Dima_Antivirus\DimaAV_Basic\WINDOWS-BUILD\AV_BUILD\DimaAV_Build\PROGRAMMING_CODES\Empx\utilskv.py", line 189, in __init__
    row_2 = row[-1][:21]+"...."if len(row[-1])>=20 else row[-1]
TypeError: object of type 'NoneType' has no len()
2021-09-29 17:11:22:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_11.txt
2021-09-29 17:11:22:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 17:11:22:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 17:11:22:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 17:11:22:[Kivy        ] v2.0.0
2021-09-29 17:11:22:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 17:11:22:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 17:11:22:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 17:11:22:[KivyMD      ] v0.104.1
2021-09-29 17:11:22:[Factory     ] 186 symbols loaded
2021-09-29 17:11:22:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 17:11:22:[Window      ] Provider: sdl2
2021-09-29 17:11:22:[Window      ] Activate GLES2/ANGLE context
2021-09-29 17:11:22:[GL          ] Using the "OpenGL" graphics system
2021-09-29 17:11:22:[GL          ] Backend used <angle_sdl2>
